num,pattern,id,x,y,radius,red,green,blue
25.0,3.0,3.0,-27.0,177.0,22.6239496173,202.823743908,61.4931190919,179.243419846
25.0,3.0,4.0,-48.0,-63.0,15.5641053266,150.05170536,202.823743908,107.75665534
25.0,3.0,5.0,-179.0,94.0,20.9000603967,202.823743908,169.450995146,184.144373565
25.0,3.0,6.0,137.0,-211.0,29.2532166784,202.823743908,200.554133614,145.419502822
25.0,3.0,7.0,164.0,-1.0,19.1770258423,138.00326441,202.823743908,172.98196171
25.0,3.0,8.0,25.0,-95.0,26.5672270469,202.823743908,96.2428953316,114.207201185
25.0,3.0,9.0,-68.0,107.0,27.2836827034,202.823743908,132.418619991,190.183563939
25.0,3.0,10.0,202.0,-51.0,28.7715419569,202.823743908,156.669457951,121.16938275
25.0,3.0,11.0,-68.0,-260.0,10.4684948158,117.544517668,202.823743908,97.7119791109
25.0,3.0,12.0,2.0,100.0,25.1670932278,141.977665358,57.6805221901,202.823743908
25.0,3.0,13.0,-108.0,178.0,25.6930951992,134.2400412,87.9168140528,202.823743908
25.0,3.0,14.0,227.0,75.0,23.2670061902,79.4981343293,202.823743908,122.434936404
25.0,3.0,15.0,-107.0,-72.0,26.3012226524,202.823743908,153.919174944,118.345672264
25.0,3.0,16.0,-267.0,-37.0,19.8991245649,114.067839119,202.823743908,159.656983769
25.0,3.0,17.0,14.0,-166.0,29.3388138198,83.4802872088,116.964515522,202.823743908
25.0,3.0,18.0,147.0,145.0,22.2612771255,202.823743908,84.6326756663,78.4975739848
25.0,3.0,19.0,33.0,205.0,27.9011626327,111.368305863,202.823743908,154.751657744
25.0,3.0,20.0,-220.0,-81.0,10.4065632367,133.335137723,188.902236289,202.823743908
25.0,3.0,21.0,105.0,170.0,26.4185286442,202.823743908,60.7826660331,164.286066922
25.0,3.0,22.0,-97.0,23.0,16.9693004325,130.623611763,202.823743908,151.075032411
25.0,3.0,23.0,-191.0,14.0,17.0206447577,174.036455265,89.5542274226,202.823743908
25.0,3.0,24.0,141.0,217.0,26.9763531187,202.823743908,68.3178074763,125.601567261
25.0,4.0,0.0,-83.0,143.0,19.9016603127,216.322124775,136.903975526,88.860165512
25.0,4.0,1.0,35.0,95.0,25.8629116861,216.322124775,77.2137339093,173.77250617
25.0,4.0,2.0,-264.0,-50.0,27.5962646566,216.322124775,214.777214192,134.4511693
25.0,4.0,3.0,-124.0,143.0,10.5397179241,125.480960252,216.322124775,175.632960647
25.0,4.0,4.0,133.0,-87.0,15.6717860209,207.362972493,196.335139734,216.322124775
25.0,4.0,5.0,191.0,-38.0,28.0821735393,147.019119438,216.322124775,85.1590982155
25.0,4.0,6.0,92.0,-122.0,22.0199721827,69.6671760273,216.322124775,213.601325628
25.0,4.0,7.0,73.0,164.0,28.6732040204,163.129490583,216.322124775,113.389150752
25.0,4.0,8.0,-142.0,-124.0,28.1135549077,157.160139603,163.895042755,216.322124775
25.0,4.0,9.0,139.0,-161.0,26.7017895145,216.322124775,138.521076795,175.862360812
25.0,4.0,10.0,146.0,72.0,23.751981811,216.322124775,105.94607465,76.7006823527
25.0,4.0,11.0,-15.0,126.0,27.1710258608,87.8922134062,141.184041289,216.322124775
25.0,4.0,12.0,250.0,-44.0,10.4336308632,216.322124775,143.109956277,120.427542141
25.0,4.0,13.0,20.0,-182.0,28.9829431863,216.322124775,170.050399053,121.905717691
25.0,4.0,14.0,-117.0,53.0,29.2368244413,133.041961849,216.322124775,121.32931878
25.0,4.0,15.0,-155.0,-58.0,27.9223013493,89.0479579966,91.1947867394,216.322124775
25.0,4.0,16.0,139.0,-21.0,15.5028245004,91.4198371608,216.322124775,70.6356395998
25.0,4.0,17.0,13.0,-268.0,29.7163943292,210.792328742,216.322124775,58.3804130327
25.0,4.0,18.0,103.0,228.0,11.2522893201,216.322124775,148.133903538,150.397268274
25.0,4.0,19.0,-66.0,-250.0,15.3963736414,151.784612764,216.322124775,87.721174182
25.0,4.0,20.0,-103.0,-10.0,10.3486950586,216.322124775,164.544433748,202.274712936
25.0,4.0,21.0,30.0,246.0,24.3897698338,76.4722728716,216.322124775,105.540679969
25.0,4.0,22.0,-42.0,-106.0,24.7623595277,104.721591299,216.322124775,72.9672698927
25.0,4.0,23.0,-53.0,66.0,14.3789371503,112.590868537,216.322124775,143.811233035
25.0,4.0,24.0,-175.0,-173.0,19.295937543,116.577138856,192.91875159,216.322124775
25.0,5.0,0.0,43.0,-77.0,28.6862168732,193.124867725,133.612549832,216.179593
25.0,5.0,1.0,159.0,104.0,28.7787899344,117.509990977,216.179593,145.413797697
25.0,5.0,2.0,6.0,-138.0,24.0781194396,151.150003907,111.949356525,216.179593
25.0,5.0,3.0,-20.0,75.0,11.4902381054,87.2694333797,216.179593,118.709335275
25.0,5.0,4.0,230.0,-128.0,29.4366483535,210.166461644,91.0471033512,216.179593
25.0,5.0,5.0,170.0,-173.0,25.4664732339,216.179593,97.8107853089,175.240587377
25.0,5.0,6.0,-195.0,-91.0,29.0150222096,185.270275342,216.179593,102.726788295
25.0,5.0,7.0,-210.0,133.0,26.7007790126,108.888307757,216.179593,165.223820126
25.0,5.0,8.0,95.0,-137.0,11.7599301895,124.372403581,216.179593,135.249806462
25.0,5.0,9.0,-151.0,-160.0,25.7423331605,115.551149594,216.179593,187.434632518
25.0,5.0,10.0,81.0,-44.0,17.8696421737,113.518526286,216.179593,69.4112800032
25.0,5.0,11.0,-114.0,-109.0,13.5646841983,216.179593,96.3037079263,119.167326041
25.0,5.0,12.0,24.0,108.0,18.1727415372,216.179593,166.920934746,189.477742345
25.0,5.0,13.0,-99.0,165.0,25.8027144861,136.76266351,197.813999282,216.179593
25.0,5.0,14.0,-247.0,44.0,13.9788830088,175.53755235,216.179593,111.205275776
25.0,5.0,15.0,204.0,24.0,27.1981879206,136.503688113,216.179593,180.635319337
25.0,5.0,16.0,-49.0,-211.0,16.9221527109,216.179593,183.396302175,147.136217667
25.0,5.0,17.0,-62.0,-55.0,22.1012841308,216.179593,212.589611023,107.218923253
25.0,5.0,18.0,181.0,190.0,13.7485169626,216.179593,86.4059700473,149.704352462
25.0,5.0,19.0,-27.0,138.0,28.1374739622,186.995674866,216.179593,140.325601309
25.0,5.0,20.0,-120.0,-249.0,18.9466385518,107.862811388,115.338854275,216.179593
25.0,5.0,21.0,119.0,-193.0,23.9886076291,176.196959744,88.5313461286,216.179593
25.0,5.0,22.0,130.0,-111.0,26.6107125873,149.59232972,167.38139609,216.179593
25.0,5.0,23.0,61.0,270.0,21.0567475272,216.179593,61.4660847806,64.7293470621
25.0,5.0,24.0,-105.0,2.0,20.4688936153,216.179593,140.262964046,133.285856367
25.0,6.0,0.0,110.0,241.0,28.0968352873,113.440714898,87.8506343533,216.367193012
25.0,6.0,1.0,109.0,-112.0,29.2841714571,151.64662032,206.855873769,216.367193012
25.0,6.0,2.0,187.0,-41.0,24.2348531476,173.94945152,91.4231618693,216.367193012
25.0,6.0,3.0,-211.0,121.0,22.7090800526,115.729548106,216.367193012,95.4640881154
25.0,6.0,4.0,-177.0,82.0,21.8406891897,216.367193012,173.703965783,69.5301530853
25.0,6.0,5.0,182.0,-122.0,21.5805840198,216.367193012,77.0547402838,177.537705477
25.0,6.0,6.0,-20.0,-94.0,29.6563543487,216.367193012,81.7236973428,121.137412485
25.0,6.0,7.0,78.0,-49.0,26.6712548146,208.658572795,183.685307893,216.367193012
25.0,6.0,8.0,90.0,28.0,28.0672855137,119.666148906,195.441864429,216.367193012
25.0,6.0,9.0,-136.0,95.0,19.6262782173,175.590333076,152.267809909,216.367193012
25.0,6.0,10.0,-131.0,189.0,10.9590501866,216.367193012,98.6793928441,66.4970092168
25.0,6.0,11.0,153.0,201.0,27.4510435825,216.367193012,196.321242526,134.271000407
25.0,6.0,12.0,135.0,128.0,18.5595526683,126.371876225,216.367193012,150.453079148
25.0,6.0,13.0,-91.0,79.0,27.0288887325,216.367193012,122.408939635,148.058387752
25.0,6.0,14.0,219.0,15.0,20.6713195338,216.367193012,190.456423241,160.904094198
25.0,6.0,15.0,17.0,-156.0,15.5475439282,216.367193012,185.64056844,175.477578357
25.0,6.0,16.0,-147.0,-149.0,29.4382992583,93.4485318193,216.367193012,216.076539673
25.0,6.0,17.0,250.0,124.0,17.87995647,149.94964695,117.977943489,216.367193012
25.0,6.0,18.0,169.0,108.0,17.3225887082,216.367193012,151.161211755,86.3032966793
25.0,6.0,19.0,-191.0,-159.0,12.8165635054,103.89913785,216.367193012,102.001706396
25.0,6.0,20.0,163.0,-82.0,11.9131311642,216.367193012,102.378796887,194.239782378
25.0,6.0,21.0,81.0,100.0,25.5811895559,216.367193012,131.811671227,102.292951197
25.0,6.0,22.0,-179.0,190.0,27.2210982205,216.367193012,152.62815289,204.813618723
25.0,6.0,23.0,-89.0,-128.0,26.0511988414,182.0561038,115.029041127,216.367193012
25.0,6.0,24.0,60.0,-123.0,19.5195871794,195.324062723,88.4927847645,216.367193012
25.0,7.0,0.0,73.0,-93.0,11.3353931453,86.0758657895,223.016758152,159.483388975
25.0,7.0,1.0,117.0,233.0,27.0457227075,90.2860838548,223.016758152,90.5667843924
25.0,7.0,2.0,99.0,-199.0,29.4772497788,66.6165813746,223.016758152,107.446683838
25.0,7.0,3.0,98.0,35.0,20.6412754213,109.170470279,223.016758152,71.8530689003
25.0,7.0,4.0,222.0,-123.0,29.2647288738,223.016758152,84.4657989407,188.629985859
25.0,7.0,5.0,-268.0,55.0,14.2017932228,199.071004987,163.484160595,223.016758152
25.0,7.0,6.0,-83.0,245.0,27.5050602996,208.872263316,142.15158527,223.016758152
25.0,7.0,7.0,-130.0,200.0,18.7722895578,218.787691489,223.016758152,129.506509045
25.0,7.0,8.0,-132.0,-135.0,20.3340493878,223.016758152,114.325884242,173.435877218
25.0,7.0,9.0,111.0,-102.0,10.408616162,77.6146410987,223.016758152,199.346664745
25.0,7.0,10.0,-148.0,-49.0,22.7034893752,223.016758152,79.8678547519,83.8791258289
25.0,7.0,11.0,8.0,212.0,29.7453962736,223.016758152,160.588242136,80.6179941743
25.0,7.0,12.0,20.0,-77.0,14.4715992518,223.016758152,162.428355546,168.713795425
25.0,7.0,13.0,149.0,125.0,26.7962110353,158.940348352,223.016758152,175.61563031
25.0,7.0,14.0,206.0,31.0,28.8090689489,223.016758152,93.3030056785,102.537704755
25.0,7.0,15.0,-161.0,-224.0,18.2389395957,185.980092614,216.919548964,223.016758152
25.0,7.0,16.0,42.0,-189.0,26.2639553266,131.265832025,161.540563836,223.016758152
25.0,7.0,17.0,-225.0,-136.0,13.277680448,223.016758152,215.872657372,129.404288916
25.0,7.0,18.0,-7.0,280.0,18.4857872065,150.447821862,223.016758152,71.2442828624
25.0,7.0,19.0,196.0,90.0,27.560995576,223.016758152,126.739778192,98.4451045854
25.0,7.0,20.0,-90.0,-55.0,27.2995051538,223.016758152,117.846272158,59.9605839987
25.0,7.0,21.0,-167.0,-174.0,28.6187690063,147.836120364,96.5810975554,223.016758152
25.0,7.0,22.0,-46.0,-256.0,24.3066189948,223.016758152,134.679588866,86.5472637463
25.0,7.0,23.0,-33.0,-138.0,25.2331352219,129.913995814,194.717224163,223.016758152
25.0,7.0,24.0,92.0,-59.0,17.4568314753,110.710609933,223.016758152,157.814333765
25.0,8.0,0.0,-116.0,-68.0,25.5431459584,158.11092381,140.003461934,224.794047026
25.0,8.0,1.0,115.0,-94.0,26.7494788101,119.738776936,218.651451947,224.794047026
25.0,8.0,2.0,-165.0,-78.0,16.8046818036,224.794047026,103.259594038,180.349249128
25.0,8.0,3.0,236.0,94.0,27.6411928072,168.149027643,224.794047026,119.996209632
25.0,8.0,4.0,24.0,-267.0,18.2912673743,224.794047026,146.166283982,112.449980642
25.0,8.0,5.0,54.0,83.0,10.5009905578,133.706782586,88.6982163112,224.794047026
25.0,8.0,6.0,112.0,102.0,21.1395813137,74.6930820636,224.794047026,132.2723828
25.0,8.0,7.0,-211.0,166.0,28.7889241862,224.794047026,222.147187878,214.756830932
25.0,8.0,8.0,54.0,-63.0,23.0647015209,224.794047026,82.1843979475,220.34385599
25.0,8.0,9.0,-65.0,90.0,28.7087765538,186.296081957,224.794047026,149.417411085
25.0,8.0,10.0,-116.0,-0.0,28.5899457186,224.794047026,136.772615068,136.216785049
25.0,8.0,11.0,187.0,-156.0,11.6841929336,131.788215395,179.602172812,224.794047026
25.0,8.0,12.0,-150.0,125.0,11.2240370683,215.653322014,224.794047026,90.9475064885
25.0,8.0,13.0,156.0,-56.0,21.740150476,144.144217432,205.687204216,224.794047026
25.0,8.0,14.0,-174.0,92.0,26.0275945053,209.942190966,224.794047026,200.243763957
25.0,8.0,15.0,168.0,119.0,28.8278172219,195.221348377,206.290529942,224.794047026
25.0,8.0,16.0,193.0,-29.0,23.4355465907,170.030594142,224.794047026,185.923840666
25.0,8.0,17.0,-85.0,-114.0,23.832298944,109.893273746,224.794047026,156.760864832
25.0,8.0,18.0,-241.0,-117.0,28.2243330686,193.719596812,170.410169082,224.794047026
25.0,8.0,19.0,104.0,-41.0,22.4687374209,224.794047026,206.996759356,96.0896777953
25.0,8.0,20.0,149.0,12.0,28.0339711804,224.794047026,85.4785821031,119.248451846
25.0,8.0,21.0,-82.0,165.0,25.2236086376,135.185127438,224.794047026,176.938209883
25.0,8.0,22.0,-73.0,-174.0,11.0212945634,160.881226985,224.794047026,104.814346159
25.0,8.0,23.0,68.0,164.0,19.8388679383,114.871510648,126.236985927,224.794047026
25.0,8.0,24.0,-14.0,252.0,19.6011796655,224.794047026,198.245242315,143.650363728
25.0,9.0,0.0,-12.0,-110.0,29.7721119816,215.137604633,64.1878114591,178.487123997
25.0,9.0,1.0,-106.0,-243.0,28.7195910498,154.186037383,215.137604633,140.936602778
25.0,9.0,2.0,-215.0,-154.0,28.2560798351,215.137604633,180.929702398,94.9042639078
25.0,9.0,3.0,256.0,-90.0,16.351905714,158.225973951,114.018343904,215.137604633
25.0,9.0,4.0,-84.0,56.0,28.8532747439,71.8066591691,183.640255815,215.137604633
25.0,9.0,5.0,-224.0,21.0,26.0203909531,106.64955168,105.839969988,215.137604633
25.0,9.0,6.0,73.0,-107.0,26.0895147241,215.137604633,211.378115537,193.810905124
25.0,9.0,7.0,-191.0,-192.0,15.7748049066,197.547577145,215.137604633,204.321712142
25.0,9.0,8.0,-145.0,-204.0,14.7492119224,215.137604633,183.292245257,150.155233091
25.0,9.0,9.0,-241.0,113.0,22.2476348117,111.263813824,215.137604633,179.576427785
25.0,9.0,10.0,134.0,34.0,21.7358286916,215.137604633,214.645348052,142.335582047
25.0,9.0,11.0,-15.0,-164.0,11.5990900871,118.886618896,215.137604633,86.1362211056
25.0,9.0,12.0,74.0,-55.0,20.3717421118,88.6985408959,145.951146563,215.137604633
25.0,9.0,13.0,13.0,125.0,18.1492709415,76.5874344848,215.137604633,114.012858932
25.0,9.0,14.0,251.0,48.0,26.6942167864,215.137604633,85.8895031969,199.300612251
25.0,9.0,15.0,-111.0,206.0,28.7966153283,156.149627308,96.6526059591,215.137604633
25.0,9.0,16.0,75.0,218.0,26.9088708584,215.137604633,90.494053957,102.49425893
25.0,9.0,17.0,86.0,36.0,21.2105411767,144.172531867,215.137604633,140.552746386
25.0,9.0,18.0,188.0,145.0,25.7838252388,139.458884174,215.137604633,201.854810363
25.0,9.0,19.0,149.0,-216.0,20.3416791921,215.137604633,183.996270765,132.805115787
25.0,9.0,20.0,118.0,-29.0,23.2419424293,114.677815047,215.137604633,212.798513229
25.0,9.0,21.0,96.0,-256.0,11.3027317216,211.680188553,215.137604633,134.8600117
25.0,9.0,22.0,-141.0,-93.0,22.0160458229,116.52891682,142.464696917,215.137604633
25.0,9.0,23.0,30.0,-151.0,26.3127975487,188.348935367,215.137604633,157.61696297
25.0,9.0,24.0,198.0,38.0,15.4311579239,149.403145243,62.0070845617,215.137604633
25.0,10.0,0.0,10.0,-109.0,21.3630737471,183.013677137,186.714878991,222.623072737
25.0,10.0,1.0,-234.0,121.0,26.5695829827,171.668093738,222.623072737,72.1114852642
25.0,10.0,2.0,-174.0,78.0,22.9641899237,177.581777983,222.623072737,139.671502823
25.0,10.0,3.0,79.0,158.0,14.3015169832,160.538059143,222.623072737,194.948398296
25.0,10.0,4.0,-131.0,-93.0,28.5792426572,152.540353361,222.623072737,64.9912210415
25.0,10.0,5.0,-20.0,115.0,29.533152893,215.964289644,222.623072737,174.618778568
25.0,10.0,6.0,88.0,-175.0,13.3503070319,121.089271227,222.623072737,168.062438909
25.0,10.0,7.0,201.0,-72.0,27.9172173671,222.623072737,128.648995405,110.297055337
25.0,10.0,8.0,-53.0,-179.0,19.2872723086,222.623072737,114.729788019,159.300237275
25.0,10.0,9.0,227.0,58.0,28.4410181343,118.953395565,222.623072737,113.795064363
25.0,10.0,10.0,-252.0,-66.0,29.5988287019,222.623072737,93.3155764407,132.479352336
25.0,10.0,11.0,-52.0,-79.0,28.2567473841,143.381258592,152.343761992,222.623072737
25.0,10.0,12.0,-101.0,82.0,12.2422300127,167.14737422,222.623072737,117.693930093
25.0,10.0,13.0,29.0,207.0,16.9349329913,209.209128944,222.623072737,208.702964457
25.0,10.0,14.0,-81.0,25.0,21.6450805214,222.623072737,200.463365649,195.069272779
25.0,10.0,15.0,-204.0,-22.0,15.311430592,76.4379057784,222.623072737,85.1400538703
25.0,10.0,16.0,62.0,83.0,25.9314045961,222.623072737,128.333997408,220.243244607
25.0,10.0,17.0,208.0,114.0,25.4052563992,123.700625758,222.623072737,210.186859934
25.0,10.0,18.0,142.0,219.0,13.283441832,184.2883433,76.8262498154,222.623072737
25.0,10.0,19.0,69.0,-214.0,29.8269899398,217.506284147,192.559100545,222.623072737
25.0,10.0,20.0,119.0,67.0,15.8579971296,107.142514243,132.070288297,222.623072737
25.0,10.0,21.0,-128.0,-152.0,28.1743653331,222.623072737,190.817061675,133.751203818
25.0,10.0,22.0,-256.0,41.0,19.7242153388,142.546395569,222.623072737,195.642716939
25.0,10.0,23.0,-145.0,-228.0,29.7888297497,131.040326244,212.218271919,222.623072737
25.0,10.0,24.0,-130.0,63.0,13.4277349205,78.5776823698,222.623072737,134.251342121
25.0,11.0,0.0,-52.0,-187.0,24.2989866046,163.009613472,221.835884048,117.025321977
25.0,11.0,1.0,-167.0,111.0,16.8587524674,221.835884048,156.185973458,180.689297401
25.0,11.0,2.0,-231.0,1.0,24.8635522664,210.942755109,221.835884048,144.922362674
25.0,11.0,3.0,63.0,98.0,26.4805327582,190.769378839,221.835884048,78.1786061301
25.0,11.0,4.0,7.0,-248.0,23.3812409862,117.282319867,96.6910168765,221.835884048
25.0,11.0,5.0,16.0,134.0,22.9735024697,139.113811449,221.835884048,200.536358836
25.0,11.0,6.0,87.0,18.0,25.5974097745,109.865499756,221.835884048,135.615499394
25.0,11.0,7.0,101.0,-45.0,25.236979666,156.019886001,63.914549223,221.835884048
25.0,11.0,8.0,-75.0,206.0,24.6093442747,159.597842313,206.139809783,221.835884048
25.0,11.0,9.0,-61.0,78.0,28.8408251011,221.835884048,221.60886871,173.372648526
25.0,11.0,10.0,-163.0,-52.0,28.7785194253,165.436015258,221.835884048,206.802846857
25.0,11.0,11.0,181.0,-106.0,27.706739999,167.253605214,90.6657919072,221.835884048
25.0,11.0,12.0,43.0,187.0,15.4663041406,129.821649788,221.835884048,84.3059394042
25.0,11.0,13.0,41.0,243.0,20.51166961,187.405655941,221.835884048,59.9234623515
25.0,11.0,14.0,22.0,-128.0,29.4736268101,199.366991323,207.960442239,221.835884048
25.0,11.0,15.0,-67.0,-146.0,14.4968352879,221.835884048,160.851868912,199.128557652
25.0,11.0,16.0,-83.0,-248.0,29.4245896797,158.02131474,221.835884048,71.8730475909
25.0,11.0,17.0,166.0,-27.0,10.7572475431,87.3866453603,221.835884048,70.7574571796
25.0,11.0,18.0,-233.0,-106.0,23.5472040208,85.0405673375,221.835884048,208.270955832
25.0,11.0,19.0,14.0,72.0,10.9944184148,221.835884048,185.01268633,153.75990423
25.0,11.0,20.0,-132.0,-110.0,15.0543574625,198.414369253,90.9613980962,221.835884048
25.0,11.0,21.0,255.0,-58.0,21.1720365796,157.215830701,188.498583388,221.835884048
25.0,11.0,22.0,-104.0,-53.0,27.1059347083,221.835884048,66.3583821729,106.199921791
25.0,11.0,23.0,110.0,-142.0,16.7950473143,221.835884048,123.225064049,98.9146490235
25.0,11.0,24.0,-124.0,65.0,28.073336729,102.850607757,221.835884048,86.0023644614
25.0,12.0,0.0,141.0,129.0,29.8622864939,153.523392895,98.1167528783,212.769942523
